型号,口径,价格,物料代码,分类,必要说明,库存状态,参考编号,英文描述,材质,规格,数量,TIS项目,来源文件,文档名,表格标题,表格序号
EL2271 100 -250 °C 75MM,,"10,262",3221368,温控阀,備註： Longer tip lengths also available. (亦可提供更長的探頭長度。),N,,,,,,,温控阀/EL2270 EL2271.md,EL2270 EL2271,"EL2270, EL2271 1/2"" NPT connection 產品清單",1
EL2271 100 -250 °C 125MM,,"10,262",3221391,温控阀,備註： Longer tip lengths also available. (亦可提供更長的探頭長度。),Y,,,,,,,温控阀/EL2270 EL2271.md,EL2270 EL2271,"EL2270, EL2271 1/2"" NPT connection 產品清單",1
EL2271 75MM KIT 100 -250 °C,,"12,165",322K1368,温控阀,備註： Longer tip lengths also available. (亦可提供更長的探頭長度。),N,,,,,,,温控阀/EL2270 EL2271.md,EL2270 EL2271,"EL2270, EL2271 1/2"" NPT connection 產品清單",1
EL2271 125MM KIT 100 -250 °C,,"12,165",322K1391,温控阀,備註： Longer tip lengths also available. (亦可提供更長的探頭長度。),N,,,,,,,温控阀/EL2270 EL2271.md,EL2270 EL2271,"EL2270, EL2271 1/2"" NPT connection 產品清單",1
EL2270/1 pocket 50 MM,,"1,776",3221294,温控阀,備註： Longer tip lengths also available. (亦可提供更長的探頭長度。),Y,,,,,,,温控阀/EL2270 EL2271.md,EL2270 EL2271,"EL2270, EL2271 1/2"" NPT connection 產品清單",1
EL2270/1 pocket 75 MM,,"1,776",3221295,温控阀,備註： Longer tip lengths also available. (亦可提供更長的探頭長度。),Y,,,,,,,温控阀/EL2270 EL2271.md,EL2270 EL2271,"EL2270, EL2271 1/2"" NPT connection 產品清單",1
EL2270/1 pocket 125MM,,"1,776",3221292,温控阀,備註： Longer tip lengths also available. (亦可提供更長的探頭長度。),Y,,,,,,,温控阀/EL2270 EL2271.md,EL2270 EL2271,"EL2270, EL2271 1/2"" NPT connection 產品清單",1
EL2600 0-10 bar g,,"7,108",3222090,温控阀,备注： Other pressure range available (亦可提供其他压力范围),Y,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
EL2600 0-16 bar g,,"7,108",3222091,温控阀,备注： Other pressure range available (亦可提供其他压力范围),Y,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
EL2600 0-25 bar g,,"7,108",3222092,温控阀,备注： Other pressure range available (亦可提供其他压力范围),Y,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
EL2600 0-10 BARG KIT,,"7,993",322K2090,温控阀,备注： Other pressure range available (亦可提供其他压力范围),N,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
EL2600 0-16 BARG KIT,,"7,993",322K2091,温控阀,备注： Other pressure range available (亦可提供其他压力范围),N,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
EL2600 0-25 BARG KIT,,"7,993",322K2092,温控阀,备注： Other pressure range available (亦可提供其他压力范围),N,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
U Syphon NPT SS,"1/4""",405,0273095,温控阀,备注： Other pressure range available (亦可提供其他压力范围),Y,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
Needle valve NPT SS,"1/4""",432,0273096,温控阀,备注： Other pressure range available (亦可提供其他压力范围),Y,,,,,,,温控阀/EL2600.md,EL2600,"EL2600 pressure transmitter 1/4"" NPT connetion 产品清单",1
SX90 4-20 mA & VMD output uiversal input 100-240 VAC,,"12,225",3231396,温控阀,,Y,,,,,,,温控阀/SX80 SX90.md,SX80 SX90,SX80 / SX90 Process Controller 产品清单,1
SX80 4-20 mA & VMD output uiversal input 100-240 VAC,,"6,060",3231395,温控阀,,Y,,,,,,,温控阀/SX80 SX90.md,SX80 SX90,SX80 / SX90 Process Controller 产品清单,1
TD16 - 螺纹 BSP (screwed BSP),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD16,"1/2""","1,298",1510015000,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD16,"3/4""","1,411",1510020000,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD16,"1""","1,594",1510025000,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD16 - 法兰 PN16 (flanged PN16),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD16,DN15,"2,000",1510015002,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD16,DN20,"2,112",1510020002,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD16,DN25,"2,666",1510025002,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-03 (Technical information sheet TI-CHN-03),1
TD25 - 螺纹 BSP (screwed BSP),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD25,"1/2""","1,557",1511015000,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD25,"3/4""","1,680",1511020000,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD25,"1""","1,916",1511025000,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD25 - 法兰 PN25 (flanged PN25),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD25,DN15,"2,371",1511015001,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD25,DN20,"2,544",1511020001,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD25,DN25,"3,196",1511025001,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-CHN-05 (Technical information sheet TI-CHN-05),2
TD32F - 法兰 PN40 (flanged PN40),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD32F PN40,DN15,"6,225",0683166,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD32F PN40,DN20,"7,356",0683369,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD32F PN40,DN25,"8,748",0683468,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD32FLC - 法兰 PN40 (flanged PN40),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD32FLC PN40,DN15,"6,225",0683263,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD32FLC PN40,DN20,"7,356",0683382,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD32FLC PN40,DN25,"8,748",0683483,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD16_TD25_TD32.md,TD16_TD25_TD32,技术资料表 TI-P068-17 (Technical information sheet TI-P068-17),3
TD42L - 螺紋 BSP (screwed BSP),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42L,"1/2""","2,223",10680700,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42L,"3/4""","2,518",10683700,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42L,"1""","3,530",10683800,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42H - 螺紋 BSP (screwed BSP),,,,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42H,"1/2""","2,472",1534000,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42H,"3/4""","2,815",1534100,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42H,"1""","3,918",1534500,热动力疏水阀,,Y,,,,,,,热动力疏水阀/TD42H 和 TD42L.md,TD42H 和 TD42L,技術資料表 TI-S01-03 (Technical information sheet TI-S01-03),1
TD42S2LC,"1/2""","3,005",6190300IN,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,TD42S2 热动力式蒸汽疏水阀 - 承插焊连接 (socket weld),1
TD42S2,"1/2""","2,745",6190000IN,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,TD42S2 热动力式蒸汽疏水阀 - 承插焊连接 (socket weld),1
TD42S2LC,"3/4""","3,320",6190400IN,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,TD42S2 热动力式蒸汽疏水阀 - 承插焊连接 (socket weld),1
TD42S2L,"3/4""","2,990",6190100IN,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,TD42S2 热动力式蒸汽疏水阀 - 承插焊连接 (socket weld),1
TD42S2LC,"1""","5,159",6190500IN,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,TD42S2 热动力式蒸汽疏水阀 - 承插焊连接 (socket weld),1
TD42S2,"1""","4,833",6190200IN,热动力疏水阀,,N,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,TD42S2 热动力式蒸汽疏水阀 - 承插焊连接 (socket weld),1
"Disc set (Pkt of 3) for TD16, TD25, TD42L, TD42S2LC, TD42S3LC, TD32FLC",DN15,387,0681083,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,备件 (Spare Part),2
"Disc set (Pkt of 3) for TD42H, TD42S2, TD42S3, DN15 TD32F","1/2""",413,0682080,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,备件 (Spare Part),2
"Disc set (Pkt of 3) for TD42H, TD42S2, TD42S3, DN20 TD32F","3/4""",562,0681383,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,备件 (Spare Part),2
"Disc set (Pkt of 3) for TD42H, TD42S2, TD42S3, TD52M DN25 TD32F","1""",824,0681483,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,备件 (Spare Part),2
"Strainer screen and gasket for TD16, TD42L, TD42H, DN15 TD32F","1/2""",189,1534080,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,备件 (Spare Part),2
"Strainer screen and gasket for TD42H, DN20-DN25 TD32F","3/4""-1""",238,1534180,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,备件 (Spare Part),2
"Strainer screen and gasket for TD42S2, TD42S3",,359,6190080,热动力疏水阀,,,,,,,,,热动力疏水阀/TD42S2及其他配件.md,TD42S2及其他配件,备件 (Spare Part),2
BPC32 STD,"1/2""","2,967",0051000,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32 SUB,"1/2""","2,967",0055800,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32 STD,"3/4""","3,146",0051400,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32 SUB,"3/4""","3,146",0056200,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32 STD,"1""","3,340",0051800,热静力疏水阀,,Y,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32 SUB,"1""","3,340",0056600,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32Y STD,"1/2""","3,340",0051060,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32Y SUB,"1/2""","3,340",0055860,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32Y STD,"3/4""","3,534",0051460,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32Y SUB,"3/4""","3,534",0056260,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32Y STD,"1""","3,702",0051860,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32Y SUB,"1""","3,702",0056660,热静力疏水阀,,N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 螺紋連接 BSP (BPC32 - screwed BSP),1
BPC32 STD,"1/2""","4,287",0052255,热静力疏水阀,"備註：同時提供 NPT 螺紋、承插焊接 (socket weld)、對接焊接 (butt weld) 及法蘭連接版本。, 縮寫說明：SUB - 過冷型囊體 (sub-cooled capsule), STD - 標準型囊體。",N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 法蘭連接 ANSI 150 (BPC32 - Flanged ANSI 150),2
BPC32 STD,"3/4""","4,553",0052655,热静力疏水阀,"備註：同時提供 NPT 螺紋、承插焊接 (socket weld)、對接焊接 (butt weld) 及法蘭連接版本。, 縮寫說明：SUB - 過冷型囊體 (sub-cooled capsule), STD - 標準型囊體。",N,,,,,,,热静力疏水阀/BPC32.md,BPC32,BPC32 - 法蘭連接 ANSI 150 (BPC32 - Flanged ANSI 150),2
BPT13A,"1/2""","2,131",1226200,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",N,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13AX,"1/2""","2,131",1229200,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",N,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13S,"1/2""","1,841",1225600,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",Y,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13SX,"1/2""","1,841",1228600,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",Y,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13A,"3/4""","2,272",1226500,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",N,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13AX,"3/4""","2,272",1229500,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",N,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13S,"3/4""","1,895",1225900,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",N,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13SX,"3/4""","1,895",1228900,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",Y,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BPT13SX,"1""","2,688",1223300,热静力疏水阀,"備註：以上型號配置為標準型囊體 (Standard capsule)。另有 ""G""、""F"" 型囊體可供選擇。同時提供 NPT 連接版本。, 縮寫說明：X - 帶有平面過濾網 (with flat strainer), ""E"" - 標準型囊體, ""G"" - 接近蒸汽溫度型囊體, ""F"" - 過冷型囊體。",N,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BPT13 - 螺紋連接 BSP (BPT13 - screwed BSP),1
BTM TRI-CLAMP,"7 1/2""","4,941",1802660,热静力疏水阀,,Y,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BTM7,2
BTM TRI-CLAMP,"7 3/4""","5,681",1802760,热静力疏水阀,,Y,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BTM7,2
BTM7 TRI-CLAMP,"1""","6,948",1802860,热静力疏水阀,,Y,,,,,,,热静力疏水阀/BPT13 BTM7.md,BPT13 BTM7,BTM7,2
HM34/8,"1/2""","6,855",0720100,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/6,"1/2""","6,855",0720300,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/4,"1/2""","6,855",0720500,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/10,"3/4""","7,260",0721500,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/7,"3/4""","7,260",0721700,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/5,"3/4""","7,260",0721900,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/12,"1""","13,863",0722000,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/8,"1""","13,863",0722200,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/5,"1""","13,863",0722400,热静力疏水阀,,N,,,,,,,热静力疏水阀/HM.md,HM,1. HM - 螺紋連接 BSP (HM - screwed BSP),1
HM34/8,DN15,"9,061",0720193,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/6,DN15,"9,061",0720393,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/4,DN15,"9,061",0720593,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/10,DN20,"10,524",0721593,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/7,DN20,"10,524",0721793,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/5,DN20,"10,524",0721993,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/12,DN25,"15,664",0722093,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/8,DN25,"15,129",0722293,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
HM34/5,DN25,"15,129",0722493,热静力疏水阀,"備註： 同時可提供 NPT 螺紋以及 ASME Class 150/300 法蘭連接。, (Also available with NPT and ASME Class 150/300 connection)",N,,,,,,,热静力疏水阀/HM.md,HM,2. HM - 法蘭連接 PN40 (HM - flange PN40),2
MST BSP / STD Polished,"21 1/4""","2,050",1125060,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST BSP / NTS Polished,"21 1/4""","2,198",1125160,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST BSP / STD Polished,"21 1/2""","2,262",1125080,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST BSP / NTS Polished,"21 1/2""","2,370",1125170,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST21H BSP / STD Polished,"1/2""","2,532",1125140,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST21H BSP / NTS Polished,"1/2""","2,532",1125180,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
MST21H BSP / STD Polished,"3/4""","4,019",1125190,热静力疏水阀,"备注： 同时可提供 NPT 螺纹连接。, (Also available with NPT connection)",Y,,,,,,,热静力疏水阀/MST21.md,MST21,MST21 - 螺纹连接 BSP (MST21 - screwed BSP),1
